300 22425 
41 281 6
41 295 9
41 180 -1
41 170 6
41 300 -4
41 283 7
41 230 -6
41 177 2
41 157 -6
41 126 10
41 127 -8
41 299 6
41 252 -7
41 241 -7
41 101 1
41 175 -1
41 227 7
41 100 8
41 42 9
41 201 -3
41 69 -3
41 248 2
41 51 9
41 196 -9
41 108 -3
41 103 -3
41 62 1
41 292 0
41 268 -2
41 194 1
41 89 5
41 61 5
41 142 10
41 96 10
41 148 2
41 207 -8
41 151 -1
41 205 -10
41 129 0
41 52 5
41 99 -7
41 128 -2
41 277 -6
41 219 -9
41 282 -9
41 179 3
41 131 -7
41 275 -9
41 53 -1
41 274 0
41 231 -8
41 280 0
41 228 8
41 137 -5
41 289 9
41 55 -6
41 261 -5
41 183 -1
41 246 -8
41 146 -7
41 143 5
42 168 -6
42 224 3
42 214 -7
42 74 -1
42 94 -4
42 148 -9
42 90 3
42 284 -3
42 95 3
42 142 9
42 294 3
42 247 2
42 197 0
42 209 -1
42 251 -1
42 227 0
42 220 -6
42 57 7
42 241 4
42 79 6
42 184 -8
42 159 4
42 236 -7
42 162 -6
42 218 -10
42 300 10
42 279 -7
42 291 1
42 143 9
42 103 7
42 125 3
42 277 9
42 287 9
42 112 1
42 176 -4
42 180 -4
42 177 -1
42 66 -10
42 292 -10
42 206 -6
42 68 7
42 44 -5
42 260 4
42 298 4
42 45 -7
42 124 5
42 261 10
42 128 10
42 63 5
42 49 5
42 88 4
42 253 -1
42 77 7
42 189 10
42 107 6
42 70 -8
42 171 8
42 137 -5
42 238 -1
42 201 0
42 54 -2
42 161 5
42 170 5
42 295 -3
42 52 1
42 108 8
42 169 0
42 152 -8
42 172 -9
42 65 6
42 285 -10
42 282 -4
42 205 -4
42 280 0
42 85 2
42 239 -10
42 86 -4
42 150 -4
42 138 -9
42 53 -6
42 275 8
42 140 -10
42 248 -8
42 160 7
42 122 4
42 235 -10
42 208 5
42 246 -4
42 187 0
42 194 8
42 153 -8
42 195 0
42 200 -2
42 166 4
42 288 2
42 272 9
42 256 3
42 267 -6
42 64 -6
42 144 6
42 104 -10
42 46 -6
42 135 -9
42 202 -4
42 154 8
42 262 -6
42 191 2
42 109 -5
42 116 3
42 273 4
42 118 3
42 223 3
42 266 9
42 250 4
42 114 0
42 105 2
42 265 0
42 164 -8
42 155 9
42 163 -6
42 296 -3
42 167 10
42 207 9
42 91 -2
42 233 5
42 271 6
42 268 9
42 71 -1
42 237 8
42 131 0
42 130 10
42 147 4
42 228 -1
42 211 -8
42 264 0
42 215 -5
42 186 -3
42 230 6
42 48 -10
42 199 7
43 140 -3
43 71 3
43 47 1
43 97 -3
43 145 1
43 251 3
43 107 -6
43 254 6
43 136 -9
43 283 -5
43 190 0
43 292 8
43 59 5
43 176 -6
43 95 4
43 201 -3
43 262 8
43 268 -1
43 50 -2
43 153 10
43 180 -8
43 233 -4
43 70 4
43 82 -2
43 242 5
43 54 -1
43 168 -5
43 230 4
43 131 0
43 270 5
43 108 -2
43 161 7
43 289 -8
43 185 9
43 84 6
43 207 2
43 259 7
43 278 -2
43 48 -8
43 264 6
43 139 -1
43 57 5
43 74 9
43 218 -10
43 154 -6
43 150 -4
43 142 4
43 123 -5
43 67 -9
43 210 -4
43 200 0
43 236 -5
43 73 -4
43 222 8
43 282 -4
43 175 4
43 257 -8
43 225 -10
43 53 1
43 127 8
43 58 -7
43 120 3
43 179 -4
43 237 -9
43 55 -1
43 144 -4
43 81 1
43 178 8
43 298 -4
43 165 -9
43 209 3
43 186 8
43 124 -3
43 143 -1
43 217 -10
43 122 5
43 256 6
43 193 -3
43 64 -10
43 61 -8
43 133 3
43 224 5
43 169 1
43 227 2
43 232 1
43 167 0
43 174 8
43 220 -1
43 79 -7
43 93 9
43 91 -4
43 234 -2
43 118 -5
43 90 3
43 129 5
43 111 -10
43 247 -8
43 244 10
43 261 10
43 258 -2
43 49 3
43 151 -3
43 62 0
43 76 3
43 72 9
43 66 3
43 117 -5
43 219 -10
43 294 -4
43 223 9
43 284 -9
43 286 4
44 147 8
44 259 8
44 273 -2
44 243 1
44 219 -5
44 229 0
44 173 -9
44 228 1
44 257 3
44 261 -9
44 263 -7
44 256 9
44 112 -7
44 170 1
44 281 -3
44 210 -9
44 262 -3
44 149 7
44 249 -6
44 47 -4
44 127 1
44 237 0
44 60 7
44 76 -5
44 241 -8
44 114 -8
44 74 -1
44 157 2
44 198 2
44 99 9
44 216 -2
44 163 -10
44 129 2
44 222 0
44 285 -2
44 268 0
44 230 -10
44 133 -6
44 169 3
44 89 -2
44 191 -6
44 269 -6
44 231 3
44 295 2
44 297 7
44 117 3
44 254 -4
44 93 0
44 110 3
44 139 1
44 98 -5
44 239 -9
44 65 -10
44 264 -9
44 136 -7
44 143 -7
44 120 -1
44 67 7
44 137 -10
44 234 6
44 102 5
44 258 3
44 121 -2
44 197 7
44 49 6
44 48 8
44 266 6
44 51 8
44 284 4
44 202 -6
44 193 9
44 108 -1
44 199 -6
44 280 6
44 105 8
44 125 -3
44 100 -6
44 179 0
44 107 -8
44 146 -4
44 95 6
44 86 2
44 291 -7
44 220 -9
44 213 4
44 282 0
44 247 10
44 78 -5
44 164 -8
44 221 8
44 265 -4
44 124 -4
44 248 10
44 134 -7
44 276 -7
44 77 9
44 50 5
44 184 -1
44 150 -1
44 187 -4
44 69 -4
44 80 -3
44 88 -5
44 272 7
44 215 -1
44 180 10
44 132 1
44 90 1
44 181 -5
44 270 9
44 106 -7
44 236 -3
44 217 -2
44 195 1
44 85 -6
44 171 7
44 138 -3
44 200 0
44 68 -3
44 296 -2
44 183 2
44 188 -4
44 286 7
44 126 2
44 233 2
44 128 8
44 58 9
44 55 -6
44 156 -3
44 115 -4
44 159 3
44 165 -8
44 64 -9
44 279 -4
44 113 4
45 128 -8
45 268 0
45 134 10
45 253 5
45 190 9
45 191 2
45 222 -8
45 150 2
45 65 -6
45 184 0
45 68 -5
45 213 -7
45 85 -8
45 81 5
45 204 -9
45 287 3
45 254 -10
45 227 -1
45 225 4
45 243 5
45 141 -6
45 291 1
45 96 7
45 252 5
45 77 4
45 207 -8
45 245 -6
45 288 -1
45 156 6
45 159 9
45 88 8
45 75 4
45 108 9
45 211 0
45 200 -7
45 251 -7
45 187 8
45 277 1
45 195 -8
45 167 -4
45 182 5
45 136 -10
45 67 9
45 205 6
45 237 -2
45 230 -1
45 261 -2
45 265 -1
45 126 6
45 286 -1
45 256 0
45 263 2
45 71 -2
45 117 -2
45 272 -7
45 219 6
45 112 4
45 234 -2
45 121 -2
45 212 -6
45 143 10
45 142 -10
45 127 9
45 153 6
45 179 10
45 124 5
45 198 9
45 224 9
45 209 -4
45 137 1
45 166 1
45 122 6
45 293 4
45 59 8
45 236 -7
45 151 3
45 123 4
45 278 -10
45 260 1
45 54 -3
45 226 7
45 210 4
45 270 -3
45 269 7
45 154 5
45 87 -6
45 218 4
45 55 1
45 170 1
45 274 1
45 78 -5
45 175 -4
45 144 -1
45 110 3
45 271 -6
45 139 -3
45 148 8
45 74 -9
45 109 -6
45 140 5
45 56 5
45 64 -4
45 242 -7
45 161 -3
45 178 0
45 115 -8
45 155 -3
45 258 -7
45 292 6
45 281 -9
45 147 -6
45 194 -4
45 199 -6
45 283 1
45 208 6
45 174 5
45 99 10
45 169 -8
45 57 -10
45 250 5
45 60 2
45 295 8
45 299 2
46 296 6
46 72 7
46 262 -8
46 235 -2
46 290 1
46 241 -9
46 202 0
46 164 -5
46 244 -3
46 84 3
46 143 -6
46 213 4
46 159 0
46 73 -6
46 289 8
46 259 -1
46 167 -3
46 148 -7
46 265 9
46 218 8
46 172 -5
46 64 -7
46 74 -7
46 181 -3
46 69 1
46 98 5
46 247 -1
46 60 0
46 76 -7
46 295 2
46 92 -3
46 135 3
46 174 3
46 90 5
46 248 1
46 138 -2
46 61 0
46 300 9
46 266 5
46 75 1
46 145 1
46 216 -10
46 180 8
46 199 -2
46 228 -6
46 122 9
46 147 0
46 111 -7
46 62 8
46 125 -2
46 124 -3
46 165 4
46 100 10
46 58 2
46 142 10
46 185 -8
46 56 -8
46 275 4
46 274 3
46 132 10
46 130 -10
46 207 -4
46 109 3
46 86 3
46 68 -3
46 133 -9
46 285 -1
46 123 -10
46 99 -8
46 217 3
46 70 -4
46 106 2
46 53 -8
46 96 5
46 271 4
46 67 -7
46 191 5
46 52 -2
46 204 5
46 120 4
46 188 5
46 54 1
46 237 6
46 196 4
46 245 -10
46 282 -9
46 150 -3
46 278 8
46 151 -5
46 59 -10
46 102 -5
46 231 -9
46 234 10
46 229 5
46 286 1
46 194 7
46 113 0
46 242 9
46 105 8
46 169 9
46 101 -10
46 226 7
46 80 -10
46 114 8
46 83 -1
46 215 -9
46 134 5
46 50 -7
46 298 4
46 89 -4
46 110 -4
46 291 6
46 270 2
46 280 1
46 170 -5
46 152 1
46 297 10
46 193 -10
46 251 -8
46 267 5
47 94 3
47 59 -9
47 263 1
47 146 -4
47 76 -10
47 170 6
47 138 -7
47 187 -8
47 206 10
47 134 -2
47 123 -9
47 224 7
47 204 9
47 197 4
47 177 7
47 77 -1
47 144 -6
47 82 -6
47 297 5
47 268 1
47 273 -1
47 127 -8
47 213 -8
47 212 7
47 208 -9
47 257 4
47 196 1
47 252 -7
47 49 -9
47 139 -4
47 288 -3
47 276 8
47 72 -8
47 222 -2
47 270 4
47 112 7
47 121 0
47 107 4
47 155 -5
47 125 0
47 98 3
47 250 2
47 110 -3
47 244 0
47 128 5
47 136 -3
47 265 6
47 281 -1
47 108 -9
47 193 2
47 209 1
47 223 9
47 235 6
47 74 -5
47 95 2
47 233 5
47 80 7
47 287 2
47 174 -3
47 100 -4
47 116 -3
47 238 -3
47 240 5
47 243 -9
47 277 1
47 145 -7
47 161 7
47 299 -6
47 169 4
47 248 -9
47 119 -10
47 298 -7
47 191 2
47 236 4
47 71 8
47 269 9
47 219 2
47 106 10
47 226 9
47 295 9
47 272 -1
47 91 1
47 61 4
47 93 -2
47 227 -5
47 285 2
47 296 -6
47 300 10
47 194 -3
47 64 -2
47 190 2
47 221 1
47 202 4
47 151 -2
47 96 1
47 137 -2
47 215 -8
47 220 -5
47 70 6
47 154 3
47 124 1
47 186 -5
47 278 9
47 101 -7
47 261 -3
47 104 -8
47 152 0
47 225 6
47 158 -7
47 247 6
47 291 6
47 237 -7
47 188 -9
47 210 -4
47 254 -5
47 245 -9
47 105 -8
47 168 10
47 214 10
47 286 -5
47 264 2
47 85 -8
47 260 7
47 241 -8
48 245 7
48 77 3
48 276 3
48 101 -10
48 51 -3
48 99 -2
48 158 5
48 242 2
48 63 7
48 198 -3
48 95 4
48 53 -4
48 286 -4
48 254 -10
48 133 -4
48 292 10
48 187 7
48 182 -3
48 267 -5
48 255 7
48 291 6
48 132 5
48 154 3
48 79 -7
48 74 3
48 100 1
48 274 0
48 124 -10
48 144 7
48 181 0
48 265 -6
48 232 -10
48 261 -7
48 162 4
48 285 -5
48 253 -5
48 176 -5
48 257 4
48 147 -6
48 219 -4
48 231 8
48 138 8
48 295 7
48 165 1
48 56 5
48 156 8
48 128 9
48 252 1
48 71 8
48 136 -8
48 97 -10
48 221 -6
48 83 1
48 236 -4
48 213 1
48 52 1
48 264 -6
48 200 -3
48 283 9
48 195 -8
48 159 4
48 106 7
48 166 2
48 288 -1
48 78 3
48 190 -1
48 157 -1
48 50 -1
48 243 -9
48 188 2
48 280 2
48 66 -6
48 134 -5
48 204 5
48 109 2
48 189 -9
48 270 -9
48 111 6
48 96 -1
48 192 -8
48 282 4
48 208 -4
48 58 0
48 125 9
48 64 7
48 259 9
48 61 -8
48 114 0
48 237 7
48 218 -3
48 151 8
48 275 10
48 129 -9
48 86 5
48 80 0
48 81 3
48 179 -6
48 215 3
48 230 -3
48 118 5
48 235 4
48 193 10
48 67 7
48 279 1
48 135 8
48 69 -6
48 225 1
48 112 9
48 241 6
48 214 -2
48 88 -10
48 148 6
48 229 8
48 194 -10
48 113 -2
48 211 8
48 207 8
48 196 -2
48 119 -9
48 60 0
48 272 3
48 299 -9
48 183 -5
48 121 7
48 115 -1
48 180 1
48 127 -6
48 75 -2
48 68 1
48 222 4
48 160 -2
48 72 10
48 300 -2
48 102 9
48 296 7
49 137 1
49 75 4
49 79 -8
49 200 -7
49 220 7
49 278 -9
49 64 -6
49 84 -2
49 272 -5
49 71 9
49 239 -2
49 163 -4
49 206 -5
49 254 -5
49 60 -7
49 183 -8
49 240 8
49 58 -6
49 243 9
49 105 6
49 221 -6
49 193 0
49 76 3
49 88 -2
49 179 -5
49 106 5
49 86 0
49 78 8
49 265 -10
49 144 10
49 210 9
49 194 -8
49 89 4
49 81 1
49 107 0
49 67 6
49 121 10
49 156 -2
49 133 -5
49 56 -5
49 61 -5
49 53 -8
49 249 7
49 284 1
49 248 4
49 131 -1
49 192 2
49 190 -9
49 160 -2
49 103 -10
49 198 1
49 101 -4
49 59 -1
49 271 0
49 184 7
49 226 9
49 134 5
49 285 -10
49 122 -5
49 108 -6
49 110 9
49 171 -8
49 173 9
49 87 -5
49 299 -2
49 237 -9
49 127 -1
49 247 -2
49 279 8
49 177 -8
49 204 3
49 153 -3
49 155 -7
49 55 6
49 143 10
49 135 6
49 225 10
49 274 -1
49 95 -10
49 113 5
49 236 -9
49 280 -8
49 132 9
49 118 5
49 293 -7
49 72 -6
49 141 2
49 199 -10
49 207 1
49 298 -1
49 242 8
49 214 5
49 270 4
49 90 -8
49 203 0
49 77 -2
49 169 -5
49 276 -7
49 162 -8
49 222 -6
49 165 2
49 65 -6
49 100 10
49 52 -3
49 172 -9
49 216 -10
49 109 -6
49 217 -10
49 140 1
49 267 8
49 98 2
49 208 2
49 114 -3
49 209 3
49 260 9
49 142 -5
49 150 5
49 164 -7
49 80 8
49 300 8
49 130 8
49 145 4
49 129 1
49 223 2
49 73 10
49 195 0
50 240 -6
50 216 -7
50 278 -9
50 73 1
50 237 -8
50 292 1
50 268 10
50 70 10
50 243 -3
50 221 -7
50 269 4
50 297 5
50 218 -4
50 213 6
50 105 -2
50 102 6
50 172 -2
50 117 1
50 67 -6
50 129 -3
50 209 5
50 224 0
50 104 -7
50 167 -1
50 135 5
50 114 -9
50 109 -3
50 160 -4
50 241 -4
50 271 5
50 207 -6
50 130 -5
50 113 1
50 210 -7
50 170 2
50 84 -6
50 183 10
50 182 8
50 91 8
50 131 2
50 273 0
50 92 4
50 108 -6
50 163 3
50 283 -8
50 122 -6
50 118 10
50 112 -9
50 194 4
50 77 -4
50 282 9
50 295 7
50 69 9
50 285 8
50 179 -10
50 66 7
50 115 9
50 211 9
50 246 1
50 161 -10
50 195 -9
50 191 6
50 78 -8
50 133 -10
50 134 -6
50 143 4
50 52 1
50 227 -2
50 202 -5
50 173 1
50 242 -6
50 65 7
50 245 -4
50 157 2
50 293 -7
50 197 -10
50 81 -9
50 199 7
50 178 5
50 225 4
50 255 -5
50 236 6
50 233 -6
50 177 8
50 106 -8
50 277 3
50 272 -7
50 251 4
50 90 2
50 126 -1
50 144 -2
50 298 5
50 193 -4
50 82 -10
50 270 -8
50 59 1
50 100 2
50 254 8
50 101 -6
50 290 5
50 267 1
50 64 -1
50 79 5
50 94 -7
50 128 7
50 96 4
50 212 -6
50 184 -1
50 232 5
51 96 4
51 52 -8
51 258 8
51 217 4
51 95 -5
51 179 7
51 186 -3
51 93 2
51 281 8
51 171 2
51 241 -9
51 76 -8
51 90 -1
51 213 -1
51 191 0
51 221 6
51 69 3
51 157 -3
51 89 3
51 183 0
51 176 4
51 246 0
51 56 -4
51 225 -8
51 141 9
51 202 4
51 165 -7
51 127 -5
51 289 -10
51 182 -2
51 114 -8
51 84 6
51 235 5
51 116 10
51 240 4
51 207 -2
51 138 -1
51 292 0
51 254 -5
51 78 -4
51 195 -8
51 126 -9
51 153 9
51 275 7
51 200 0
51 135 1
51 227 8
51 270 7
51 278 9
51 211 -8
51 272 -6
51 298 1
51 210 -6
51 67 0
51 180 -10
51 58 10
51 98 -1
51 174 5
51 259 -10
51 139 -7
51 266 -9
51 94 -3
51 232 -9
51 146 7
51 218 -10
51 154 2
51 53 6
51 124 -9
51 274 5
51 150 -6
51 209 6
51 257 3
51 106 9
51 248 -9
51 295 5
51 136 -1
51 144 9
51 237 9
51 279 9
51 120 10
51 256 7
51 72 8
51 222 -4
51 118 -6
51 187 -6
51 265 -6
51 204 5
51 86 10
51 73 -2
51 203 9
51 188 -5
51 147 6
51 255 -3
51 185 10
51 103 -4
51 148 -9
51 199 -9
51 125 -1
51 55 -4
51 175 -5
51 85 2
51 75 -2
51 234 -4
51 117 10
51 131 8
51 288 -4
51 263 10
51 223 7
51 63 -4
51 61 9
51 140 -7
51 145 8
51 238 4
51 189 6
51 219 -7
51 173 4
51 80 -5
51 245 -2
51 129 -8
51 192 -9
52 133 -10
52 101 0
52 153 3
52 142 -3
52 115 -9
52 273 0
52 275 3
52 170 10
52 272 -5
52 255 9
52 64 -4
52 128 -1
52 164 7
52 234 -6
52 224 9
52 113 6
52 261 -2
52 53 6
52 238 -2
52 217 7
52 240 -6
52 299 1
52 252 9
52 300 4
52 123 -1
52 242 -4
52 182 -6
52 246 -4
52 96 -2
52 191 -7
52 67 -2
52 144 -9
52 124 -6
52 139 -3
52 177 -5
52 176 2
52 248 -8
52 287 5
52 259 -7
52 227 -7
52 172 2
52 225 1
52 112 9
52 59 -2
52 206 -8
52 173 -6
52 213 -7
52 109 7
52 76 2
52 130 10
52 56 2
52 141 -9
52 72 4
52 193 -7
52 143 6
52 71 -8
52 209 -3
52 254 10
52 160 -8
52 66 -8
52 201 -4
52 74 2
52 212 9
52 290 7
52 208 5
52 250 8
52 107 2
52 270 8
52 159 4
52 63 7
52 136 -3
52 253 -6
52 298 1
52 267 9
52 116 -5
52 277 -4
52 179 -5
52 257 1
52 137 -5
52 117 3
52 184 5
52 95 -1
52 54 -1
52 152 -7
52 163 7
52 268 -4
52 286 -4
52 145 -7
52 122 4
52 196 -1
52 279 8
52 291 -9
52 263 3
52 210 -6
52 245 -1
52 205 -6
52 121 -3
52 292 2
52 80 2
52 204 9
52 86 -4
52 195 -2
52 285 -1
52 271 7
52 60 4
52 120 8
52 75 8
52 108 -5
52 282 -3
52 84 -8
52 81 6
52 207 -9
52 140 6
52 293 7
52 241 7
52 181 -7
52 187 -6
53 254 10
53 164 5
53 249 -2
53 160 7
53 287 -2
53 232 -5
53 209 10
53 201 -4
53 89 0
53 295 7
53 111 -7
53 82 -10
53 225 1
53 156 10
53 92 6
53 255 0
53 171 9
53 237 -1
53 152 10
53 248 9
53 167 8
53 146 -5
53 147 -8
53 220 -1
53 165 -7
53 292 7
53 233 -3
53 153 -7
53 96 -4
53 269 3
53 214 5
53 115 1
53 80 10
53 116 0
53 74 0
53 155 -10
53 190 5
53 278 -3
53 174 2
53 289 -7
53 222 -3
53 172 -4
53 221 6
53 61 3
53 90 4
53 148 -10
53 276 7
53 211 10
53 204 -7
53 144 -1
53 279 -3
53 178 -2
53 247 4
53 157 -1
53 192 9
53 277 6
53 95 2
53 71 7
53 206 -6
53 130 1
53 56 10
53 72 7
53 133 0
53 240 -2
53 265 7
53 261 0
53 81 -2
53 290 -9
53 85 2
53 118 0
53 66 7
53 270 -2
53 75 -4
53 268 -8
53 131 7
53 284 -7
53 199 -10
53 154 4
53 196 -2
53 297 -3
53 187 -3
53 101 9
53 180 3
53 191 8
53 170 -2
53 124 -7
53 245 9
53 137 -8
53 253 -10
53 67 6
53 241 3
53 230 0
53 197 -2
53 73 -4
53 239 4
53 166 3
53 263 -5
53 99 8
53 205 -8
53 281 5
53 182 -5
53 273 -1
53 202 -9
53 266 7
53 79 0
53 83 1
53 179 1
53 258 -1
53 223 -3
53 231 2
53 234 5
53 84 8
53 162 0
54 226 -9
54 132 -8
54 63 -1
54 153 10
54 177 10
54 268 7
54 120 0
54 289 9
54 267 -4
54 229 1
54 189 -10
54 98 4
54 103 1
54 158 4
54 178 -1
54 104 1
54 92 8
54 107 -8
54 295 -5
54 242 -7
54 258 5
54 253 7
54 260 8
54 196 -6
54 125 -5
54 131 1
54 115 3
54 207 10
54 211 1
54 287 4
54 296 -1
54 110 2
54 221 -8
54 186 3
54 218 2
54 201 9
54 254 -2
54 116 7
54 212 8
54 219 2
54 272 -9
54 145 -7
54 73 8
54 112 3
54 248 4
54 79 3
54 250 0
54 195 5
54 61 0
54 159 -1
54 214 6
54 130 -6
54 88 -2
54 184 1
54 179 4
54 290 -4
54 285 6
54 119 -1
54 206 0
54 143 -8
54 149 7
54 151 3
54 286 -2
54 194 -6
54 144 -3
54 204 -2
54 156 5
54 70 -9
54 274 -3
54 270 2
54 202 -5
54 283 -3
54 86 10
54 172 10
54 271 -9
54 279 5
54 136 3
54 96 -10
54 273 -5
54 239 8
54 225 -3
54 78 -10
54 68 0
54 76 10
54 240 -10
54 109 10
54 127 1
54 291 -8
54 138 -4
54 215 5
54 97 10
54 191 2
54 185 -3
54 122 10
54 222 -2
54 257 1
54 208 -7
54 99 -4
54 269 -8
54 168 -8
54 94 -6
54 163 10
54 121 10
54 199 0
54 183 -4
54 263 5
54 80 2
54 261 2
54 176 4
54 60 2
54 137 10
54 197 6
54 300 -8
54 57 8
54 152 -8
54 117 2
54 230 -10
54 67 -7
54 134 10
54 278 2
54 114 -9
55 207 8
55 231 -4
55 64 1
55 84 -8
55 249 -7
55 222 -7
55 97 -8
55 237 -2
55 158 -10
55 186 10
55 259 -8
55 203 -6
55 282 3
55 91 -3
55 83 -8
55 159 -1
55 115 3
55 155 -10
55 212 -5
55 221 3
55 300 -3
55 204 -3
55 81 8
55 241 -3
55 96 10
55 138 8
55 136 7
55 232 2
55 213 -6
55 271 -4
55 253 8
55 69 2
55 152 -7
55 147 8
55 258 3
55 148 7
55 181 5
55 116 3
55 150 -3
55 176 4
55 72 8
55 74 -9
55 128 6
55 131 -3
55 61 -5
55 264 5
55 123 -1
55 151 -5
55 194 -9
55 199 9
55 174 -8
55 129 6
55 89 -2
55 268 5
55 285 4
55 256 -10
55 143 -10
55 99 7
55 265 4
55 101 7
55 214 -1
55 242 -4
55 260 4
55 223 -9
55 56 3
55 295 0
55 78 1
55 164 -9
55 92 7
55 266 -7
55 119 4
55 297 3
55 245 -9
55 247 6
55 197 -10
55 105 -2
55 281 2
55 156 8
55 107 0
55 220 10
55 250 -4
55 59 7
55 270 1
55 172 -3
55 87 5
55 254 9
55 98 7
55 126 10
55 257 -3
55 141 3
55 160 6
55 149 4
55 173 1
55 230 10
55 279 6
55 262 -10
55 298 -9
55 170 2
55 180 5
55 239 6
55 218 8
55 88 2
55 273 -10
55 299 2
55 255 -4
55 71 8
55 280 3
55 287 -1
55 112 -2
55 94 -1
55 276 -8
55 184 3
55 167 -10
55 110 9
55 229 8
55 165 -1
55 104 -9
55 67 6
55 244 -8
55 76 -8
55 157 -1
55 60 4
55 168 7
55 122 2
55 142 8
55 113 10
55 124 -5
55 177 0
55 296 5
55 240 -5
55 206 -5
55 217 10
56 275 -1
56 294 -5
56 271 9
56 69 -2
56 86 7
56 119 6
56 248 -9
56 131 -8
56 196 -5
56 144 9
56 157 10
56 70 3
56 265 -9
56 141 10
56 133 -5
56 71 -3
56 208 -2
56 96 5
56 263 -2
56 298 2
56 112 -9
56 173 6
56 216 2
56 62 3
56 98 -5
56 210 -9
56 292 -5
56 63 10
56 191 2
56 273 -9
56 233 -3
56 236 1
56 160 -6
56 229 6
56 77 -1
56 153 -9
56 151 6
56 190 -3
56 72 5
56 286 -5
56 254 -9
56 267 6
56 135 2
56 68 -4
56 120 4
56 239 9
56 195 -6
56 152 -3
56 172 -3
56 129 10
56 95 -1
56 285 -3
56 289 -4
56 276 2
56 274 -6
56 255 10
56 246 -5
56 143 -3
56 194 -6
56 99 10
56 297 -5
56 121 3
56 176 5
56 259 9
56 82 7
56 117 -1
56 118 3
56 214 -5
56 235 -8
56 215 9
56 243 -2
56 159 3
56 168 5
56 116 -4
56 206 -7
56 140 0
56 158 -9
56 279 -1
56 205 10
56 175 10
56 260 9
56 220 6
56 222 1
56 79 -1
56 244 -9
56 114 6
56 123 7
56 280 -10
56 290 4
56 281 -6
56 182 4
56 224 2
56 134 10
56 165 1
56 234 1
56 83 -10
56 130 8
56 199 -8
56 138 7
56 142 9
56 219 5
56 58 -7
56 111 6
56 203 -2
56 147 -5
56 177 0
56 218 1
56 108 -5
56 59 -8
56 124 2
56 262 5
56 200 -6
56 161 -6
56 226 -3
56 201 -2
56 266 -6
56 252 -2
56 67 -4
56 145 5
56 211 -9
56 184 -10
56 104 2
56 154 0
56 251 8
56 241 -4
56 188 -7
56 127 4
56 277 10
56 238 7
56 97 10
56 268 7
56 186 -7
56 174 -10
56 299 8
57 288 6
57 279 0
57 253 -1
57 99 9
57 70 5
57 280 0
57 197 -9
57 202 -7
57 248 5
57 214 -5
57 178 -2
57 236 5
57 92 -1
57 252 -5
57 111 -9
57 268 9
57 72 1
57 292 -9
57 95 -6
57 300 9
57 62 -10
57 232 10
57 118 1
57 82 -8
57 157 -6
57 130 1
57 237 -1
57 225 3
57 93 5
57 105 4
57 131 5
57 227 6
57 169 -2
57 68 -1
57 278 7
57 86 -9
57 156 -5
57 215 5
57 141 0
57 200 5
57 247 0
57 107 7
57 287 9
57 217 -10
57 286 -10
57 262 8
57 244 3
57 289 4
57 90 -6
57 276 7
57 241 -7
57 264 -10
57 167 1
57 285 -4
57 207 -10
57 186 7
57 204 2
57 162 -3
57 229 -2
57 59 4
57 210 7
57 96 -6
57 133 -7
57 259 5
57 71 -5
57 213 0
57 223 0
57 294 4
57 181 2
57 79 5
57 117 7
57 265 -4
57 284 3
57 290 -10
57 295 -5
57 137 -5
57 242 -7
57 125 5
57 139 10
57 161 -9
57 87 9
57 250 -6
57 104 3
57 159 -7
57 266 4
57 106 8
57 230 -10
57 173 -10
57 272 -8
57 192 -10
57 258 -3
57 239 6
57 97 6
57 150 -1
57 146 -8
57 170 -5
57 188 -1
57 65 -6
57 260 4
57 148 6
57 191 7
57 261 7
57 142 -7
57 85 -5
57 132 3
57 164 -3
57 144 -10
57 271 4
57 196 2
57 136 -10
57 143 -2
57 187 -2
57 222 -5
57 231 3
57 274 -9
57 110 -1
57 120 -3
57 291 8
57 153 -4
57 216 -2
57 140 10
57 134 7
57 177 5
57 84 -10
58 276 -1
58 272 -1
58 179 -4
58 205 4
58 289 -4
58 200 -5
58 114 -9
58 75 -9
58 226 7
58 170 -8
58 299 -1
58 151 -4
58 225 -8
58 85 8
58 117 3
58 142 -2
58 72 10
58 158 -4
58 109 -1
58 271 8
58 172 3
58 116 4
58 189 10
58 217 2
58 237 -2
58 125 -2
58 182 -8
58 94 10
58 261 7
58 82 -8
58 149 -4
58 279 -6
58 105 -10
58 281 10
58 160 3
58 260 3
58 127 -8
58 249 8
58 210 1
58 113 -1
58 251 4
58 211 -10
58 294 1
58 123 -8
58 131 2
58 74 -8
58 220 3
58 97 -2
58 229 -9
58 263 -7
58 234 6
58 87 8
58 192 -4
58 232 -6
58 64 6
58 233 9
58 120 -3
58 80 2
58 108 2
58 107 -2
58 262 8
58 60 6
58 273 -4
58 81 -5
58 154 -1
58 61 0
58 204 10
58 188 -5
58 141 -9
58 185 -9
58 219 9
58 62 10
58 67 9
58 89 -7
58 252 3
58 139 -8
58 112 3
58 212 3
58 282 -5
58 190 1
58 291 -6
58 100 5
58 253 -8
58 221 -10
58 110 0
58 258 -4
58 136 8
58 98 2
58 257 6
58 293 -9
58 288 -1
58 115 10
58 296 7
58 247 2
58 162 1
58 300 1
58 278 9
58 138 5
58 270 10
58 203 4
58 268 -3
58 177 -7
58 245 -10
58 147 -7
58 167 1
58 104 -5
58 254 -3
58 199 4
58 156 -6
58 150 9
58 92 -1
59 235 -2
59 65 3
59 295 -3
